ID,Title,total_fields,field_1_title,field_1_enabled,field_2_title,field_2_enabled,field_3_title,field_3_enabled,field_4_title,field_4_enabled,field_5_title,field_5_enabled,field_6_title,field_6_enabled,field_7_title,field_7_enabled,field_8_title,field_8_enabled,_enable_custom_addons,_enable_text_field_nombre_persona,_enable_text_field_fecha_evento,_enable_text_field_localidad,_enable_text_field_iglesia,_enable_text_field_hora_misa,_enable_text_field_restaurante,_enable_text_field_observaciones,_enable_text_field_ano_curso,_enable_text_field_hora_evento,_enable_text_field_inicial
23808,LÁMINA DE NACIMIENTO CON BEBÉ Y GUIRNALDA,4,NOMBRE,on,FECHA,on,MEDIDA DEL BEBÉ EN CM,on,PESO DEL BEBÉ EN GR,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26873,CAJA PICNIC CON PEGATINA O ETIQUETA PERSONALIZADA,4,NOMBRE,on,FECHA,off,TEMÁTICA A ELEGIR DE LAS DISPONIBLES EN LA TIENDA,off,TEMÁTICA,on,,,,,,,,,,on,off,off,off,off,off,off,,off,off
26805,LLAVERO CON BORLA DE YUTE Y COLGANTE CON INICIAL,3,NOMBRE,on,FECHA,on,INICIAL,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,on
27662,"MENÚ DE BODA colección ""HORTENSIA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27674,"TARJETA PARA NOMBRES DE MESAS colección ""HORTENSIA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27675,"MISAL colección ""HORTENSIA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27676,"MESERO colección ""HORTENSIA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27693,"MESERO colección ""GRANATE""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27694,"TARJETA PARA NOMBRES DE MESAS colección ""GRANATE""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27696,"MENÚ DE BODA colección ""GRANATE""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27709,"MISAL colección ""GRANATE""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27843,"MENÚ DE BODA colección ""CORONA FRAMBUESA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27844,"MESERO colección ""CORONA FRAMBUESA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27847,"TARJETA PARA NOMBRES DE MESAS colección ""CORONA FRAMBUESA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
28085,"TARJETA PARA NOMBRES DE MESAS colección ""CAMPESTRE""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
28087,"MENÚ DE BODA colección ""CAMPESTRE""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
28146,"MENÚ DE BODA colección ""LILA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
28148,"TARJETA PARA NOMBRES DE MESAS colección ""LILA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
28170,"MISAL colección ""LILA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
28171,"MESERO colección ""LILA""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
28172,"MESERO colección ""CAMPESTRE""",3,NOMBRE,on,FECHA,on,MENÚ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27854,"MISAL colección ""CORONA FRAMBUESA""",3,NOMBRE,on,FECHA,on,NOMBRE IGLESIA,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
28062,"MISAL colección ""CAMPESTRE""",3,NOMBRE,on,FECHA,on,NOMBRE IGLESIA,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
37923,PULSERA CON CRUZ DE COLORES SOBRE TARJETA CON CORONA PERSONALIZADA,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
25936,PULSERAS CON CUENTA REDONDA CON CRUZ Y CON CORDÓN DE ALGODÓN ENCERADO,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
26491,PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
28298,PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA VICHY,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
38536,TARJETA PULSERA,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
38583,PACK PULSERAS CON CRUCES DE COLORES Y CORDÓN DE ALGODÓN  ENCERADO,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
38601,PACK DE PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA VICHY,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
26440,PULSERAS CON ESTRELLA Y CON CORDÓN  DE ALGODÓN ENCERADO,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
36053,ETIQUETAS REDONDAS OSITO,3,NOMBRE,on,FECHA,off,OBSERVACIONES,on,,,,,,,,,,,,on,off,off,off,off,off,on,,off,off
28272,ETIQUETAS REDONDAS VICHY,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
36268,ETIQUETAS REDONDAS CON BALÓN DE FÚTBOL Y VICHY,3,NOMBRE,on,FECHA,off,OBSERVACIONES,on,,,,,,,,,,,,on,off,off,off,off,off,on,,off,off
26802,LLAVERO CON ESTRELLA Y COLGANTE,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
32627,LLAVERO CON CRUZ Y CORDÓN DE ALGODÓN ENCERADO,3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
32747,"PULSERAS CON CRUCES Y CORDÓN DE ALGODÓN ENCERADO CON TARJETA  ""elefante""",3,NOMBRE,on,FECHA,on,OBSERVACIONES,on,,,,,,,,,,,,on,on,off,off,off,off,on,,off,off
28336,LLAVERO DE MADERA CON CRUZ O ESTRELLA,3,NOMBRE,on,FECHA,on,OSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
39083,PACK LLAVERO DE MADERA CON CRUZ O ESTRELLA,3,NOMBRE,on,FECHA,on,OSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27735,LLAVERO CON BOLA DE MADERA Y COLGANTE INICIAL,3,NOMBRE,on,FECHA,on,PONER INICIAL ,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26927,VASO KRAFT CON TAPA Y ETIQUETA PERSONALIZADA PARA CHUCHES,3,NOMBRE,on,FECHA,on,TEMÁTICA A ELEGIR DE LAS DISPONIBLES EN LA TIENDA,on,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
20008,LIBRO DEL PRIMER AÑO DEL BEBÉ PERSONALIZADO,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
20828,LÁMINA DE COMUNIÓN DE NIÑA PERSONALIZADA CON NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
20834,LÁMINA DE COMUNIÓN DE NIÑO PERSONALIZADA CON NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33265,MOCHILA CON INICIAL Y NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33275,BOLSA TOTE CON INICIAL Y NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33278,MOCHILA CON ESTRELLA Y NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33282,BOLSA TOTE CON ESTRELLA Y NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33285,NECESER CON INICIAL Y NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33289,NECESER CON INICIAL Y NOMBRE (copia),1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33291,NECESER CON ESTRELLA Y NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33723,MOCHILA CON ESTRELLA Y NOMBRE (copia),1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33725,MOCHILA CON DIBUJO Y NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
33747,CUADERNO CON DIBUJO Y NOMBRE,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
35916,Tarta de Pañales Pequeña - Bebé dormido,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
35929,Tarta de Pañales Pequeña - Animalitos,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
36083,"PACK  ""BIENVENIDO AL MUNDO""",1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
36094,MINIÁLBUM CON DIBUJO DE ANIMAL,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
36261,CUADERNO CON FLORES LIBERTY Y INICIAL,1,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
20062,"CAJA DE PALOMITAS PARA CHUCHES PARA COMUNIÓN, BAUTIZO, BODA O CUMPLEAÑOS",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36183,VELA EN BOTE BLANCO CON ETIQUETA CON CORONA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36194,VELA EN BOTE BLANCO CON ETIQUETA VICHY PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36199,VELA EN FRASCO DE CRISTAL AMBAR CON ETIQUETA VICHY PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36205,VELA EN FRASCO CON ETIQUETA CON CORONA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36349,BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA CON CORONA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36566,VELA EN BOTE BLANCO CON ETIQUETA,2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
36667,BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA CON DIBUJOS A ELEGIR,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36674,CAJA MARIPOSA EN BLANCO O KRAFT CON ETIQUETA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36684,BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA CON VICHY,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36689,BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA,2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
38018,CRUZ DE MADERA CON CORDÓN AJUSTABLE Y CARTULINA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
24974,BOTE PARA CHUCHES CON ETIQUETA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
25689,PULSERAS CON CRUZ Y CORDÓN DE ALGODON EN TONOS PASTELES,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
25710,GARGANTILLA CON CRUZ PLATEADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
25733,CUADERNO KRAFT A5 CON PORTADA PERSONALIZADA CON CORONA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26519,"PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA COLECCIÓN  ""pájaro""",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26390,PULSERAS CON CUENTA REDONDA CON CORAZÓN CON CORDÓN  DE ALGODÓN ENCERADO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26419,PULSERAS CON CUENTA REDONDA CON ESTRELLA DORADA CON CORDÓN  DE ALGODÓN ENCERADO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36318,PULSERAS CON CUENTA REDONDA PASTEL CON CORAZÓN DORADO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27541,PULSERAS CON ESTRELLA Y CON CORDÓN  DE ALGODÓN ENCERADO PARA BODA CON TARJETA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36365,TARRINA BLANCA O KRAFT CON ETIQUETA PERSONALIZADA,2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
36578,TARRINA BLANCA O KRAFT CON ETIQUETA VICHY PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36590,TARRINA BLANCA O KRAFT CON ETIQUETA CON CORONA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36602,TARRINA BLANCA O KRAFT CON ETIQUETA DIBUJOS PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36998,LÁMINA A4 CON MOTIVOS VARIOS PARA COMUNIÓN CON MARCO BLANCO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
37004,TARRINA BLANCA O KRAFT CON ETIQUETA CON CORONA PERSONALIZADA (copia),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
37010,LÁMINA A4 CON CORONA PARA COMUNIÓN CON MARCO BLANCO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
37017,LÁMINA A4 PARA COMUNIÓN CON MARCO BLANCO (copia),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
20416,KIT PARA FIESTA - BAUTIZO (NIÑA),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
20429,KIT PARA FIESTA - BAUTIZO (NIÑO),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27647,"ETIQUETAS REDONDAS BODA colección ""HORTENSIA""",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27712,"ETIQUETAS REDONDAS BODA colección ""GRANATE""",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
20454,ETIQUETAS REDONDAS DE COMUNION (NIÑA),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
20467,ETIQUETA REDONDA DE COMUNIÓN  DE NIÑO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21210,CUADERNO CON INCIAL,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21469,ETIQUETAS CON FORMA DE BEBÉ + ETIQUETA NOMBRE,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21973,LÁMINA DE ARBOL DE HUELLAS DE COMUNIÓN NIÑA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22034,ETIQUETAS CUADRADA DE COMUNION CON NIÑA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22058,ETIQUETAS CUADRADA CON GUIRNALDA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22086,ETIQUETAS REDONDAS DE COMUNION CON GUIRNALDA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22302,ETIQUETAS DE COMUNION CON NIÑA (TIPO TAG),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22332,ETIQUETAS CON CORONA (TIPO TAG),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22469,BOLSITA DE CELOFÁN CON ETIQUETA DE NIÑA DE COMUNIÓN,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22492,BOLSITA DE CELOFÁN CON ETIQUETA DE GUIRNALDA DE NIÑA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22516,BOLSITA DE CELOFÁN CON ETIQUETA DE NIÑO DE COMUNIÓN,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22551,BOLSITA DE CELOFÁN CON ETIQUETA DE GUIRNALDA DE NIÑO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22577,LÁMINA DE ARBOL DE HUELLAS DE COMUNIÓN NIÑO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22831,ETIQUETAS REDONDAS CON FESTÓN DE COMUNION (NIÑA),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22858,ETIQUETAS REDONDAS DE COMUNIÓN CON FESTÓN Y CON GUIRNALDA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23196,GUIRNALDA DE BANDERINES CON NOMBRE Y CORONA DE FLORES,2,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
23211,GUIRNALDA DE BANDERINES EN FORMA DE PENDÓN CON NOMBRE Y CORONA DE FLORES,2,NOMBRE,on,FECHA,off,,,,,,,,,,,,,,on,off,off,off,off,off,off,,off,off
24931,CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON CORONA Y NOMBRE (NIÑA),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
24934,CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON CORONA Y NOMBRE,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
24937,BOTE DE PINTURAS PARA COLOREAR PERSONALIZADO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
25037,ESTUCHE DE MADERA CON LÁPICES DE COLORES,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26537,"ETIQUETAS CUADRADA COLECCIÓN ""pájaro""",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26540,"ETIQUETAS REDONDAS COLECCIÓN ""pájaro""",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26560,"ETIQUETAS REDONDAS COLECCIÓN CORONA ""Sofía""",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26564,"ETIQUETAS CUADRADA COLECCIÓN CORONA ""Sofía""",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26962,"ETIQUETAS REDONDAS COLECCIÓN ""barquito de papel""",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26982,"ETIQUETAS REDONDAS COLECCIÓN CORONA ""Martina""",2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27351,FAJÍN PARA BOTELLAS DE COMUNIÓN (NIÑA),2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27653,"MARCASITIO BODA colección ""HORTENSIA""",2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
27706,"MARCASITIO BODA colección ""GRANATE""",2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
27839,"MARCASITIO BODA colección ""CORONA FRAMBUESA""",2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
28093,"MARCASITIO BODA colección ""CAMPESTRE""",2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
28142,"MARCASITIO BODA colección ""LILA""",2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
28280,ETIQUETAS TIPO TAG VICHY,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22594,ETIQUETAS CUADRADA CON GUIRNALDA NIÑO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21484,KIT PARA FIESTA - CAPERUCITA ROJA,2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
21508,KIT PARA FIESTA - BAILARINA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21526,KIT PARA FIESTA - UNICORNIO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21542,KIT PARA FIESTA - SIRENA,2,NOMBRE,off,FECHA,off,,,,,,,,,,,,,,off,off,off,off,off,off,off,,off,off
21551,KIT PARA FIESTA - ANIMALES DEL BOSQUE,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23633,KIT PARA FIESTA - VIAJE,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23649,KIT PARA FIESTA - PIRATAS,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23661,KIT PARA FIESTA - OSO CUMPLEAÑOS,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23672,KIT PARA FIESTA - CONEJITA CUMPLEAÑOS,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23687,KIT PARA FIESTA - FLAMENCO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23700,KIT PARA FIESTA - JIRAFA ROSA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23816,KIT PARA FIESTA - GATITO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23853,KIT PARA FIESTA -LUNA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
24574,KIT PARA FIESTA -COCHES,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26451,KIT PARA FIESTA -PERRO SALCHICHA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
20481,ETIQUETAS REDONDAS PARA BAUTIZO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21115,ETIQUETA REDONDA PARA BAUTIZO CON ANIMALES,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22662,ETIQUETAS CUADRADA BAUTIZO CON ANIMAL,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21175,ETIQUETA CON FONDO DE FLORES ROSAS,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
20964,ETIQUETA LEÓN,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
20978,ETIQUETA LUNARES,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,no,on,on,off,off,off,off,off,no,off,off
20995,ETIQUETA ESTRELLITAS,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21134,ETIQUETA GUIRNALDA DE FLORES ROSAS,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21148,ETIQUETA GUIRNALDA DE FLORES RUSTICAS AZULES,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21162,ETIQUETA GUIRNALDA DE FLORES AZULES DELICADAS,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
25791,LLAVERO CON CRUZ Y CORDÓN DE ALGODÓN ENCERADO,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26796,LLAVERO CON BORLA DE YUTE Y COLGANTE,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27092,LLAVERO CON BOLA DE MADERA Y COLGANTE NÁCAR,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,,,on,on,off,off,off,off,off,,off,off
